lgacode21,1_149_hhds_with_indig_persons,1_149_other_hhds,1_149_total_hhds,150_299_hhds_with_indig_persons,150_299_other_hhds,150_299_total_hhds,300_399_hhds_with_indig_persons,300_399_other_hhds,300_399_total_hhds,400_499_hhds_with_indig_persons,400_499_other_hhds,400_499_total_hhds,500_649_hhds_with_indig_persons,500_649_other_hhds,500_649_total_hhds,650_799_hhds_with_indig_persons,650_799_other_hhds,650_799_total_hhds,800_999_hhds_with_indig_persons,800_999_other_hhds,800_999_total_hhds,1000_1249_hhds_with_indig_persons,1000_1249_other_hhds,1000_1249_total_hhds,1250_1499_hhds_with_indig_persons,1250_1499_other_hhds,1250_1499_total_hhds,1500_1999_hhds_with_indig_persons,1500_1999_other_hhds,1500_1999_total_hhds,2000_2499_hhds_with_indig_persons,2000_2499_other_hhds,2000_2499_total_hhds,2500_2999_hhds_with_indig_persons,2500_2999_other_hhds,2500_2999_total_hhds,3000_more_hhds_with_indig_persons,3000_more_other_hhds,3000_more_total_hhds
22110,5,180,184,25,301,326,24,584,606,32,1779,1813,54,1212,1265,66,1934,2000,71,1680,1743,57,1655,1712,62,1589,1652,100,1954,2057,87,1596,1683,42,926,967,63,1702,1773
22170,9,286,294,17,577,590,26,1114,1137,37,3200,3237,39,2403,2438,48,3004,3050,67,3358,3428,72,3835,3900,79,3863,3938,126,6183,6305,119,6243,6357,87,4301,4386,151,9654,9803
22250,3,34,38,3,61,69,9,125,133,8,481,490,7,246,249,9,411,415,13,393,405,13,349,361,12,352,363,19,422,437,9,365,374,7,204,216,0,344,339
22310,0,420,419,0,671,671,10,1029,1033,14,2361,2373,7,1928,1931,12,2421,2427,14,2725,2735,24,3411,3430,21,3540,3560,31,5819,5846,30,6216,6246,25,3747,3768,74,19005,19075
22410,0,59,63,3,148,153,7,282,292,23,707,730,15,463,481,25,652,679,21,658,681,29,611,645,22,601,632,33,848,874,25,776,802,23,427,445,44,883,926
22490,0,52,52,0,72,73,0,147,152,5,355,354,8,268,273,12,438,447,7,437,447,5,527,533,8,590,595,18,969,986,27,1023,1046,29,771,797,48,1723,1764
22620,14,282,297,22,539,562,46,1120,1167,76,3131,3204,85,2356,2435,100,3251,3354,99,3371,3466,93,3657,3752,133,3586,3719,168,5277,5441,162,5072,5239,101,3209,3308,160,6880,7047
22670,3,369,369,11,758,772,17,1329,1343,13,3369,3386,30,2102,2128,22,3489,3508,30,3758,3792,21,3978,4003,21,4179,4195,49,6160,6210,35,5768,5798,17,3738,3756,37,7558,7597
22750,10,649,658,29,1186,1217,43,2285,2328,82,6442,6525,94,5052,5147,95,6594,6687,112,6680,6789,147,7541,7689,144,7545,7687,217,11222,11436,217,11378,11595,133,7471,7603,335,19740,20074
22830,7,164,169,19,321,343,54,628,680,84,1593,1675,74,1203,1283,106,1740,1852,107,1751,1854,99,1880,1978,122,1904,2028,139,2770,2910,109,2526,2639,90,1598,1687,124,3322,3438
22910,0,57,55,6,102,108,0,202,208,8,655,663,4,337,340,7,541,548,8,509,515,10,554,564,4,521,530,17,779,793,10,623,630,4,372,374,13,911,920
22980,0,23,23,0,49,49,3,74,83,3,244,251,0,129,132,4,197,203,8,175,177,3,212,213,7,177,182,4,249,253,4,215,218,0,119,119,12,238,247
23110,0,242,240,3,433,440,16,735,752,9,1884,1893,22,1197,1217,18,1761,1777,32,1746,1774,30,1977,2003,25,2199,2216,26,3501,3528,27,3678,3707,33,2417,2446,113,9916,10034
23190,0,60,63,3,122,127,6,232,241,12,605,622,17,430,446,8,542,546,16,591,607,23,681,700,18,672,696,26,906,931,19,894,907,10,556,571,11,1074,1082
23270,0,389,385,14,815,827,14,1372,1391,38,3390,3427,34,2539,2573,43,4328,4372,60,4825,4884,72,5586,5662,75,6114,6181,102,9701,9804,135,9503,9640,89,6420,6508,171,13467,13646
23350,0,44,44,4,86,94,3,143,147,5,410,416,5,294,299,3,441,448,12,390,405,10,537,539,9,535,543,23,740,761,19,743,765,7,475,485,18,1023,1050
23430,4,427,429,4,677,680,12,1211,1217,16,3375,3387,14,2383,2395,24,3156,3178,25,3234,3259,22,3897,3919,23,3845,3868,52,6371,6420,45,6657,6699,31,4645,4678,120,16268,16382
23670,5,372,376,8,557,571,12,991,1003,19,2824,2840,19,1952,1976,27,3105,3131,30,3168,3200,43,3912,3949,57,4007,4062,59,6454,6520,78,6801,6878,53,5023,5072,101,13556,13650
23810,3,211,214,15,511,526,24,1053,1083,53,2662,2716,47,1724,1769,68,2276,2345,67,2383,2448,70,2285,2364,94,2190,2279,110,3083,3184,68,2813,2881,33,1768,1803,101,3993,4084
23940,0,33,33,3,59,65,0,112,112,7,357,363,9,133,140,8,294,302,4,268,273,11,258,268,5,240,248,7,321,330,7,219,229,0,133,134,3,216,228
24130,0,120,125,3,186,187,10,240,246,7,811,816,4,572,582,10,861,875,11,890,902,10,1070,1078,12,1125,1146,27,1903,1928,35,1936,1965,16,1398,1411,79,5179,5259
24210,3,470,474,0,524,525,0,770,773,4,2092,2093,7,1509,1515,6,2448,2452,3,2375,2381,9,2791,2798,8,2854,2863,10,4522,4536,22,4509,4536,14,3041,3050,56,12571,12626
24250,0,46,46,0,57,56,3,95,95,0,285,286,7,187,196,6,279,291,7,271,276,0,332,334,6,290,294,11,444,455,6,377,381,3,211,219,6,484,490
24330,0,213,215,11,427,437,10,858,866,14,1469,1486,10,1049,1061,25,1453,1480,28,1669,1698,19,1994,2011,39,2236,2272,52,3797,3854,47,3887,3938,29,2425,2456,103,9478,9580
24410,3,260,265,4,430,434,8,804,819,17,2112,2127,15,1711,1725,12,2230,2241,19,2460,2480,29,2902,2932,37,3009,3052,50,4648,4702,47,4844,4886,41,3508,3551,98,10591,10683
24600,3,793,804,6,1375,1384,10,1862,1872,13,2214,2227,12,2560,2576,26,2914,2939,17,3750,3772,32,5332,5364,49,5458,5505,67,9015,9071,55,9095,9151,20,3651,3664,109,15210,15321
24650,5,255,261,12,460,474,18,794,812,30,2041,2072,40,1617,1657,68,2773,2841,65,3020,3087,60,3604,3668,86,4222,4306,139,7137,7269,98,7432,7533,87,5061,5146,157,11263,11421
24780,12,130,142,27,276,305,37,583,618,76,1500,1573,73,1042,1116,90,1542,1636,101,1479,1583,131,1647,1776,92,1561,1651,132,2322,2451,98,2140,2240,62,1324,1385,106,2501,2602
24850,8,87,88,10,157,159,4,310,314,9,854,867,15,625,640,26,993,1019,26,1028,1051,29,1251,1284,42,1210,1252,65,2066,2129,76,2166,2239,43,1399,1441,73,2948,3027
24900,3,73,73,4,176,186,10,335,346,18,1068,1090,7,639,646,40,1110,1146,31,968,999,39,899,936,36,921,957,52,1177,1224,35,1103,1136,22,683,705,29,1193,1219
24970,0,690,697,7,960,967,8,1331,1338,10,3336,3344,7,2244,2253,15,3349,3362,18,3447,3464,29,4183,4208,21,4305,4320,28,6845,6875,32,7055,7087,28,4841,4868,72,18128,18202
25060,0,335,334,11,687,702,8,1065,1072,7,2362,2372,11,1492,1501,18,2291,2309,24,2368,2394,23,2947,2968,29,2950,2978,39,4933,4976,41,5081,5119,32,3206,3243,78,14326,14406
25150,3,77,79,0,129,134,9,259,259,5,737,746,11,511,521,18,740,754,15,741,760,18,885,906,25,971,1000,44,1511,1553,42,1638,1679,30,1089,1119,57,2804,2850
25250,7,411,424,10,851,863,24,1500,1522,28,3487,3514,26,2236,2260,32,3262,3294,31,3307,3339,42,4076,4116,51,4347,4395,97,7846,7947,86,8158,8244,60,4879,4937,180,17851,18036
25340,9,492,504,14,758,770,11,1302,1312,30,4184,4213,45,3219,3265,53,4310,4362,69,4095,4158,46,4864,4907,76,4608,4688,97,6392,6497,101,6385,6482,68,4303,4376,156,13285,13436
25430,0,86,86,0,148,149,4,262,262,13,792,805,3,486,492,6,658,669,5,632,643,9,663,669,10,649,663,14,904,919,16,792,807,5,471,476,15,1046,1059
25490,0,50,50,4,66,75,0,149,147,4,406,411,6,254,259,9,428,442,9,430,440,9,481,482,11,501,510,23,780,811,16,688,700,9,482,490,15,973,991
25620,0,68,68,0,93,93,0,181,187,0,474,475,9,283,286,7,452,460,8,424,438,16,514,531,14,410,422,11,633,650,14,609,625,6,343,352,14,732,747
25710,0,128,128,5,160,168,0,212,210,5,610,619,5,467,475,7,742,750,9,808,810,9,1029,1033,11,1162,1166,12,1961,1974,23,2232,2258,15,1731,1746,82,7842,7925
25810,0,48,46,0,89,89,7,134,142,15,499,510,3,312,316,10,401,412,11,423,436,6,403,407,16,379,393,6,481,495,13,446,464,3,237,240,8,462,473
25900,0,284,288,7,627,628,9,1158,1170,17,1885,1900,15,1577,1593,12,1716,1724,26,2155,2185,22,2961,2986,29,3091,3117,54,5807,5861,44,6302,6350,24,2560,2585,101,15062,15162
25990,0,30,30,0,63,64,0,110,110,3,319,320,5,152,165,0,239,239,7,266,265,6,261,263,6,226,229,10,272,282,5,270,270,9,148,153,8,255,259
26080,0,7,7,0,10,10,0,27,27,0,77,80,0,95,94,0,80,80,0,90,90,0,126,129,0,113,113,0,177,174,0,131,135,0,70,70,3,288,287
26170,0,121,121,4,197,200,0,321,324,12,989,999,9,666,672,11,909,919,11,969,981,13,986,995,14,912,928,24,1250,1275,16,1159,1173,16,649,663,20,1510,1531
26260,0,75,75,8,100,104,5,191,193,18,536,549,9,398,409,20,547,564,25,524,547,21,550,570,17,554,569,26,757,792,13,620,639,12,407,415,6,751,762
26350,0,332,334,4,536,540,3,902,905,7,1609,1611,14,1389,1400,5,1557,1564,4,1897,1904,19,2641,2667,18,2861,2883,21,5191,5210,44,5559,5603,22,2498,2522,82,16521,16598
26430,3,44,44,0,77,77,7,140,147,7,424,429,3,269,275,8,409,416,8,378,379,10,395,401,3,368,375,12,486,493,9,408,415,4,218,226,15,546,559
26490,0,96,96,0,135,134,4,178,183,0,535,537,3,441,448,6,640,646,8,675,682,3,813,822,9,842,849,25,1319,1337,19,1426,1442,15,1046,1054,35,3878,3911
26610,0,46,46,15,93,105,24,201,228,27,532,561,27,351,375,30,522,555,41,567,611,44,567,606,27,592,621,54,854,905,35,826,861,32,503,535,38,909,947
26670,0,17,17,0,35,35,0,64,67,3,198,211,3,117,120,7,210,219,0,178,178,3,208,208,7,198,203,8,271,276,9,224,233,4,121,122,3,290,301
26700,0,79,79,9,159,163,8,327,338,14,923,935,15,651,668,21,887,905,22,927,944,34,948,978,22,882,907,41,1266,1307,36,1227,1263,18,736,755,34,1505,1535
26730,4,81,83,10,188,193,13,327,338,22,942,968,22,774,788,19,956,983,37,1029,1068,23,1077,1103,36,1135,1172,50,1491,1539,35,1515,1548,34,969,1006,37,2056,2098
26810,5,137,143,4,269,271,12,525,541,28,1463,1497,27,925,946,35,1382,1417,41,1332,1381,28,1363,1386,29,1351,1377,68,1838,1901,28,1673,1707,32,938,968,59,2181,2244
26890,0,20,20,0,30,30,5,45,46,4,178,180,0,73,77,3,121,125,0,136,137,3,127,131,0,125,127,6,164,171,0,129,126,0,98,98,0,206,206
26980,5,601,606,7,958,967,9,1310,1313,17,3170,3187,16,2575,2586,9,3245,3259,15,3522,3536,16,4043,4059,28,4142,4172,36,6274,6305,32,6551,6579,21,4337,4355,61,16872,16936
27070,7,440,442,12,768,778,16,1339,1356,28,3482,3508,37,2309,2339,51,4422,4461,61,4445,4508,71,5370,5436,72,5919,5991,155,9551,9711,126,9908,10034,95,6849,6940,211,14197,14404
27170,4,90,88,8,160,172,27,387,410,38,1021,1063,40,745,782,53,1066,1119,61,1147,1206,67,1233,1302,52,1288,1341,77,1891,1973,88,1959,2049,42,1225,1272,82,2303,2380
27260,6,380,385,15,658,666,20,1164,1186,41,2540,2581,51,2458,2511,81,3749,3833,73,4463,4534,91,5873,5965,82,6689,6776,134,11500,11630,164,12731,12897,108,8353,8455,215,21173,21392
27350,5,220,223,18,534,552,6,997,1001,10,1610,1617,18,1075,1092,11,1331,1340,8,1575,1585,22,2010,2031,11,2228,2239,33,4211,4243,44,4989,5031,27,2422,2445,106,14380,14486
27450,5,331,338,10,521,530,11,884,893,30,2909,2939,30,2004,2032,42,2947,2996,46,3177,3228,50,3651,3695,88,3826,3917,98,6061,6156,123,6787,6910,66,5033,5097,197,12462,12660
27630,0,23,23,8,39,48,0,103,103,9,312,314,8,163,164,7,251,260,3,199,204,8,226,240,4,199,207,4,284,286,4,241,243,4,127,131,3,245,249
29399,0,0,0,0,4,4,0,4,5,0,9,9,0,4,4,0,9,9,0,8,8,0,17,17,0,17,17,0,16,16,0,19,19,0,0,0,0,23,23
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30250,3,0,3,5,0,5,9,0,9,18,0,18,12,0,12,13,0,20,25,5,23,25,4,26,31,4,34,19,0,20,6,0,9,6,0,7,4,4,14
30300,6,8,6,5,17,28,21,23,42,27,81,102,20,50,70,40,85,126,23,74,98,28,102,134,30,100,131,45,133,178,33,124,157,25,75,97,35,165,201
30370,0,47,49,13,59,66,11,99,105,14,266,287,21,160,180,22,260,279,22,238,262,20,301,324,25,296,320,37,499,541,29,566,596,19,351,366,63,908,972
30410,0,9,9,0,13,14,3,24,29,0,84,87,0,33,40,0,56,56,9,66,69,12,59,72,9,65,76,16,97,110,16,95,107,5,59,66,10,137,150
30450,0,0,0,0,0,0,0,3,3,0,9,7,0,4,3,0,0,3,0,5,5,0,11,11,0,7,7,0,3,3,0,13,14,0,6,9,6,14,23
30760,0,5,5,0,9,9,6,19,17,5,56,61,4,45,52,4,56,61,0,48,50,6,46,51,9,62,64,0,62,61,3,67,72,5,33,37,7,79,83
30900,0,0,0,0,0,3,0,0,3,7,0,4,0,0,4,6,8,11,3,0,8,3,3,13,0,14,15,10,15,18,4,12,12,0,7,7,0,25,24
31000,59,2637,2699,211,4721,4930,328,8083,8408,471,18150,18625,448,15159,15610,585,18953,19538,680,22182,22862,791,28106,28896,898,29922,30822,1507,49922,51428,1439,54376,55811,957,33629,34580,2613,133546,136166
31750,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,0,4,5,0,7,7,5,11,15,0,11,10,0,8,19,7,9,20,0,4,4,9,20,19
31820,15,316,332,29,531,560,56,1121,1174,137,3270,3408,138,2271,2405,187,3580,3769,203,3059,3263,215,2980,3193,204,2786,2990,290,3678,3969,245,3209,3448,141,1891,2029,195,3805,4001
31900,0,56,60,6,78,82,17,190,209,27,459,482,30,294,316,41,478,515,41,400,439,46,479,521,43,422,463,48,635,684,56,637,689,26,422,448,39,758,801
31950,0,0,0,0,0,3,3,0,8,0,6,6,6,6,7,4,3,13,0,10,10,10,3,15,3,3,6,9,7,15,5,4,12,5,9,11,3,12,13
32080,31,308,338,136,617,757,173,1235,1409,270,2832,3110,310,2489,2802,416,3084,3501,461,3626,4085,490,4209,4693,527,4268,4796,724,6654,7379,684,6298,6984,420,3865,4284,829,9327,10161
32250,3,3,7,9,3,9,7,15,25,4,35,36,8,18,27,9,18,26,16,23,43,25,22,52,20,22,46,36,52,94,21,53,72,15,17,26,26,64,84
32260,11,115,122,22,124,154,48,283,327,70,809,876,56,567,619,122,851,971,114,829,944,113,763,881,141,785,929,146,1040,1190,122,884,1010,51,534,585,84,1001,1095
32270,4,44,50,13,84,95,18,127,142,26,355,388,26,214,246,36,372,410,42,370,413,45,498,547,32,474,505,69,862,926,87,1099,1184,65,625,689,168,2279,2450
32310,0,31,39,7,64,71,12,104,114,24,317,343,16,174,184,35,291,331,32,262,296,29,242,270,29,235,271,53,372,427,51,340,389,16,213,226,52,483,533
32330,0,0,0,24,0,24,21,0,21,25,0,25,36,0,36,36,0,41,33,0,33,34,0,34,25,0,25,24,0,24,10,0,10,0,0,0,17,0,17
32450,4,3,7,11,4,10,14,9,27,28,18,46,12,13,26,12,31,43,23,34,57,16,47,63,25,45,67,25,87,119,40,103,144,15,54,66,31,183,214
32500,3,15,12,15,10,31,4,51,54,16,115,138,12,67,83,31,78,108,31,79,114,31,99,124,27,67,99,28,112,145,27,120,149,11,47,61,24,136,164
32600,0,0,0,0,0,5,0,0,0,0,3,8,0,4,7,0,6,6,0,0,4,0,6,9,5,5,4,0,4,4,3,7,10,0,3,6,0,3,6
32750,0,0,0,0,0,0,0,0,0,3,0,6,0,4,4,0,0,0,0,0,3,0,9,10,6,12,9,3,14,16,0,3,6,0,3,3,3,16,18
32770,9,0,9,5,0,5,13,0,13,14,0,14,17,0,17,19,0,19,34,0,31,23,0,27,29,7,37,30,9,28,19,9,28,5,3,10,13,10,24
32810,0,37,36,7,53,59,21,120,137,34,291,321,22,242,262,35,306,341,38,335,375,36,341,376,30,358,388,37,500,542,29,457,482,12,262,277,31,439,478
33100,0,0,0,0,8,7,0,6,6,0,25,28,0,8,13,0,14,14,3,18,21,0,19,19,0,24,24,0,33,33,0,16,16,0,11,11,3,21,22
33200,0,4,4,0,7,9,4,14,17,4,42,47,9,12,14,3,28,33,6,37,46,3,34,34,13,40,53,5,58,70,3,46,47,8,19,29,4,57,59
33220,11,364,372,38,639,675,69,1275,1349,149,4077,4225,148,2665,2814,233,4590,4827,273,3759,4029,253,3750,4006,230,3379,3613,321,3981,4297,243,3153,3398,130,1931,2062,234,3520,3744
33360,10,143,159,36,284,318,56,530,587,71,1278,1354,87,1006,1094,141,1326,1465,137,1224,1359,120,1384,1504,128,1408,1538,215,2230,2444,196,2462,2661,106,1511,1615,251,4232,4481
33430,28,1439,1469,50,2272,2324,115,4285,4399,195,11095,11288,231,9711,9943,380,12930,13307,391,13930,14318,536,16393,16926,621,17076,17703,903,25869,26768,910,26034,26945,643,16732,17374,1399,44059,45457
33610,0,27,27,7,49,56,13,71,90,25,252,277,23,153,176,35,261,296,24,228,252,29,245,275,37,248,284,33,415,450,36,356,390,17,228,243,33,440,477
33620,6,158,167,14,276,290,43,574,610,62,1867,1933,68,1236,1300,110,2005,2111,94,1657,1750,99,1646,1745,108,1614,1721,146,2044,2198,108,1667,1767,72,903,974,85,1677,1765
33800,0,38,40,6,68,78,12,132,151,24,369,399,24,253,274,34,354,389,30,329,359,20,332,354,29,279,304,32,430,458,21,375,397,17,234,254,16,429,446
33830,0,0,0,29,0,29,20,0,20,45,5,46,17,0,15,21,0,21,24,3,28,11,6,16,18,0,18,24,3,28,18,3,18,12,0,11,9,4,16
33960,15,283,296,71,663,728,112,1264,1366,198,3498,3696,254,3152,3404,368,4201,4568,413,4816,5232,430,5658,6088,509,5927,6438,801,9437,10235,669,9373,10041,425,6019,6444,728,12439,13168
33980,5,34,34,0,41,47,4,60,67,11,156,166,14,113,129,13,175,184,16,212,232,24,229,254,17,283,297,52,560,615,87,776,858,43,389,435,179,2052,2233
34420,0,0,0,9,0,9,14,0,14,17,0,17,10,0,10,14,0,20,18,0,18,16,0,16,33,0,31,16,4,21,11,6,17,6,4,12,7,16,16
34530,11,81,93,6,152,152,15,266,283,29,839,869,26,531,564,55,888,942,45,772,820,58,865,924,54,824,874,107,1176,1287,102,1287,1388,74,867,938,167,2581,2747
34570,3,0,3,9,3,12,3,0,3,8,0,8,9,0,16,17,0,17,15,0,15,9,3,17,13,0,13,18,0,19,0,5,7,3,0,3,12,8,13
34580,5,89,95,6,156,166,16,286,305,38,889,923,30,529,567,65,1035,1105,63,938,998,84,972,1055,76,1063,1142,134,1556,1690,98,1529,1629,61,915,972,131,1791,1922
34590,30,542,571,79,977,1060,111,1968,2078,272,4960,5228,297,4710,5012,418,6721,7144,473,7249,7724,533,8318,8853,587,8810,9399,835,13378,14211,828,12944,13772,508,8697,9199,907,17529,18443
34710,0,10,10,0,5,6,5,26,31,8,92,91,6,57,59,6,78,83,3,75,80,12,81,90,15,88,93,10,129,147,7,133,146,6,110,116,4,195,205
34770,13,245,263,37,479,516,71,800,867,112,2092,2201,137,1500,1635,166,2082,2246,177,2010,2187,216,2356,2571,213,2364,2573,392,4008,4400,376,4443,4826,291,2932,3222,671,8759,9426
34800,0,0,0,0,0,0,3,3,4,5,13,20,0,3,3,0,10,9,0,10,10,0,19,21,0,17,16,4,30,31,0,29,29,0,10,14,5,46,50
34830,0,0,0,0,0,0,4,0,4,9,0,9,0,0,0,12,0,12,7,0,7,13,3,11,5,0,5,7,0,9,0,4,9,0,0,0,5,3,8
34860,6,28,35,12,59,72,27,88,115,36,227,264,25,135,156,44,210,254,35,244,279,35,266,298,48,281,322,62,449,518,67,452,520,47,280,334,63,663,732
34880,11,79,91,30,123,146,33,213,249,48,585,633,43,349,395,61,542,599,58,511,574,81,558,634,72,497,571,109,721,833,65,647,708,38,436,477,84,861,947
35010,32,875,908,97,1432,1527,173,3089,3260,324,8914,9240,363,7610,7976,533,10503,11031,581,10739,11321,682,12268,12952,750,12372,13117,1214,18770,19986,1033,18827,19865,671,12626,13302,1406,31050,32448
35250,3,0,3,30,0,30,14,0,14,16,0,16,8,0,6,9,0,9,18,0,18,12,4,14,11,3,17,8,8,14,4,11,13,0,0,11,12,21,24
35300,12,24,31,65,38,106,48,69,121,63,118,188,77,88,165,74,130,207,77,150,224,89,232,317,89,268,355,141,509,647,139,747,886,97,410,500,287,1618,1910
35600,0,12,14,4,23,24,3,38,38,15,133,148,16,56,74,19,64,83,18,89,107,19,107,125,22,99,120,19,157,183,22,111,129,15,71,87,17,161,178
35670,3,0,3,7,0,3,6,0,6,6,0,0,13,0,13,8,0,8,3,0,3,7,0,9,6,3,9,10,4,6,8,0,6,3,0,3,3,0,5
35740,5,208,213,7,273,275,8,449,462,14,1321,1338,14,1055,1068,21,1455,1479,30,1474,1499,41,1657,1697,31,1799,1833,70,2402,2473,47,2123,2165,41,1268,1306,93,3771,3869
35760,3,45,50,9,67,78,13,128,144,30,374,402,24,219,244,42,338,379,26,315,344,36,294,328,32,277,308,25,307,328,21,294,309,14,155,168,14,304,317
35780,10,0,10,24,0,24,21,0,20,27,4,34,29,0,31,42,3,46,42,4,46,51,5,57,44,11,52,58,14,72,45,22,68,27,9,39,49,27,80
35790,0,0,0,28,0,28,28,0,27,30,4,37,30,3,32,50,0,50,45,0,45,42,0,42,33,0,33,46,8,58,35,5,39,17,5,20,20,6,30
35800,3,5,5,6,4,12,33,23,50,31,61,94,20,23,39,25,31,54,18,45,58,20,30,47,25,28,57,18,44,65,12,43,59,7,18,24,14,33,45
36070,0,0,0,3,0,3,3,0,3,13,0,13,6,0,6,11,0,11,18,0,15,14,0,17,10,0,11,10,11,15,6,6,11,5,5,5,7,9,13
36150,0,3,3,0,6,9,0,5,8,0,10,13,0,15,13,7,15,18,0,10,10,7,24,30,0,14,14,0,18,18,8,25,31,0,7,8,5,34,39
36250,11,327,336,28,626,649,58,1150,1203,87,3420,3507,93,2374,2466,135,3622,3749,150,3359,3509,159,3815,3972,180,3772,3950,266,5833,6098,293,6292,6590,181,4611,4792,449,12713,13163
36300,0,0,0,0,0,0,0,6,6,0,10,10,0,10,13,0,9,11,5,11,10,0,14,17,4,10,13,6,36,39,4,23,29,0,17,17,3,31,35
36370,22,147,173,55,346,402,72,687,763,167,1881,2043,146,1283,1429,208,1830,2037,204,1827,2030,219,1927,2139,229,1919,2147,329,2904,3239,332,2935,3264,231,1745,1982,365,4398,4775
36510,3,117,123,6,205,206,12,291,300,25,983,1007,20,739,762,54,1169,1224,59,1064,1120,59,1202,1260,60,1149,1214,79,1590,1669,75,1538,1613,77,950,1028,105,2194,2302
36580,3,65,66,5,93,99,14,199,207,19,644,667,31,416,448,33,737,773,49,682,733,61,698,757,48,649,695,72,943,1018,57,849,909,34,515,551,59,1038,1098
36630,4,96,102,13,195,208,13,386,398,63,1314,1377,48,722,772,77,1208,1285,97,1088,1184,81,934,1016,87,887,972,117,1132,1242,79,967,1044,39,531,569,81,1013,1098
36660,4,136,132,15,207,220,22,388,411,52,1233,1290,46,820,872,81,1359,1438,80,1174,1258,78,1155,1229,84,1056,1138,115,1420,1539,77,1152,1232,42,600,638,75,1107,1184
36720,20,800,825,49,1317,1365,64,2416,2487,133,7187,7318,144,5782,5922,237,8237,8481,245,8311,8557,291,9272,9559,346,9627,9974,524,13976,14501,521,13933,14450,368,9066,9432,767,22603,23369
36820,3,113,119,19,142,161,32,304,339,43,792,832,51,584,642,69,816,882,89,696,780,63,705,766,57,694,753,89,896,986,88,806,894,36,453,492,76,992,1078
36910,27,396,420,57,664,716,93,1323,1413,184,4078,4259,179,3069,3244,271,4428,4698,306,4351,4652,309,4769,5080,362,4790,5151,481,7196,7678,452,6729,7188,295,4193,4491,481,9251,9733
36950,8,0,8,10,3,8,11,3,15,20,11,31,13,9,24,30,0,29,30,16,44,42,9,50,44,16,56,67,38,106,66,56,127,38,21,60,130,89,205
36960,8,0,8,51,4,57,64,4,62,80,0,83,56,3,57,86,4,93,102,4,103,91,0,97,93,0,90,97,6,110,60,11,73,33,0,32,44,11,53
37010,41,355,393,118,712,826,176,1274,1448,244,3082,3323,286,2602,2891,390,3478,3874,424,3805,4229,469,4540,5011,516,4768,5285,805,7697,8498,714,7494,8209,516,5073,5585,916,12076,12998
37300,0,0,0,0,0,0,0,0,3,0,13,9,0,6,6,7,16,22,0,12,10,16,27,41,0,26,27,30,85,109,26,157,187,32,91,118,103,421,527
37310,3,70,73,16,144,162,31,259,295,72,769,836,70,585,652,76,761,837,98,773,869,82,863,952,101,814,915,134,1193,1335,130,1149,1280,60,665,720,113,1448,1557
37340,12,79,84,20,158,181,23,269,292,44,675,721,53,595,649,61,827,890,58,825,880,75,803,873,81,797,884,119,1224,1345,126,1257,1381,53,796,847,141,1788,1927
37400,0,5,5,0,8,10,0,15,15,8,33,41,0,9,16,3,19,21,0,33,30,5,23,24,0,33,33,12,34,43,0,33,34,3,33,31,3,39,45
37550,5,0,5,29,0,29,25,0,25,22,0,23,25,0,28,23,0,25,27,0,27,24,0,17,14,0,14,18,0,15,6,4,10,3,0,3,6,5,10
37570,0,0,0,4,0,4,5,0,5,13,0,13,0,0,0,14,0,14,10,0,10,9,0,9,3,0,0,7,4,8,0,0,4,0,0,0,0,0,3
37600,0,0,0,31,0,28,18,0,18,25,0,27,16,0,16,49,0,49,35,0,35,36,0,36,61,0,61,65,0,64,36,0,40,28,0,28,23,3,24
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40070,0,159,163,11,274,284,19,373,389,5,531,539,14,562,574,8,455,460,9,637,644,3,904,909,8,795,804,7,1320,1333,9,1269,1270,13,537,546,12,2075,2085
40120,0,75,75,0,131,131,5,208,212,0,630,630,0,451,449,7,739,750,7,799,808,4,878,880,13,988,999,20,1446,1468,12,1520,1536,11,1167,1180,53,4172,4223
40150,0,12,12,0,32,32,0,59,59,3,169,176,5,105,112,4,194,197,4,211,211,12,213,217,6,262,271,15,427,446,24,420,445,11,275,284,22,486,514
40220,0,93,95,5,176,178,3,296,302,21,926,946,16,746,760,20,1159,1178,17,1135,1155,15,1080,1099,12,988,1009,40,1193,1233,26,918,941,15,564,574,27,1167,1200
40250,0,0,0,11,0,11,3,0,3,29,0,29,27,0,23,37,0,43,30,5,31,44,5,52,33,16,46,42,26,61,16,11,29,9,17,28,6,39,44
40310,0,56,55,0,101,106,0,180,185,9,628,638,10,486,493,10,719,727,13,657,672,10,777,789,15,787,796,18,1068,1086,19,1070,1090,10,706,719,28,1537,1560
40430,0,3,3,0,19,19,0,46,46,0,138,140,0,69,69,6,126,133,4,87,87,8,96,100,0,74,76,0,90,90,0,76,77,3,46,43,0,105,109
